MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
4,2,80000,5,5,4,1,3,1,2,50,0
5,2,80000,5,5,5,1,3,1,2,50,0
5,1,80000,5,5,5,1,3,2,2,50,0
5,2,70000,0,0,5,0,1,1,2,48,1
5,2,70000,0,0,5,0,1,10,2,48,0
5,2,60000,3,3,5,1,2,10,2,52,0
5,1,60000,3,3,5,1,2,1,2,52,0
5,1,60000,3,2,5,0,2,1,2,53,0
5,2,60000,3,2,5,1,2,10,2,53,0
3,2,30000,0,0,3,1,1,5,3,43,0
2,2,20000,0,0,2,0,2,2,3,36,0
2,2,20000,0,0,2,0,2,1,3,36,0
2,1,20000,0,0,2,0,2,2,3,37,0
3,1,30000,0,0,3,0,1,2,3,37,0
3,2,30000,0,0,3,0,1,5,3,39,0
1,1,30000,0,0,1,0,1,5,3,44,0
1,2,30000,0,0,1,1,1,5,3,43,0
2,1,10000,0,0,2,0,2,1,3,44,0
2,1,10000,0,0,2,0,2,1,3,44,0
2,1,20000,0,0,2,0,2,2,3,45,1
5,2,40000,1,1,5,1,1,2,3,43,0
5,1,40000,1,1,5,1,1,2,3,43,0
5,1,40000,1,1,5,1,1,1,3,43,1
2,1,20000,0,0,2,0,2,2,3,44,1
1,1,30000,0,0,1,0,1,2,3,44,1
1,1,30000,0,0,1,0,1,5,3,44,0
2,2,10000,0,0,2,0,2,1,3,45,0
3,2,40000,2,2,3,1,0,2,3,45,1
3,2,40000,2,2,3,1,0,1,3,44,0
2,2,10000,0,0,2,0,2,1,3,45,0
2,2,20000,0,0,2,0,2,2,3,45,1
1,1,30000,0,0,1,0,1,5,3,46,1
1,2,30000,0,0,1,0,1,5,3,46,0
1,2,30000,0,0,1,1,1,5,3,45,0
1,1,30000,0,0,1,0,1,5,3,45,1
3,1,40000,2,2,3,1,0,2,3,46,1
3,2,40000,2,2,3,1,0,2,3,46,1
3,1,40000,2,2,3,0,0,1,3,46,0
3,2,40000,2,2,3,1,1,1,3,45,1
3,2,40000,2,2,3,1,1,2,3,46,0
3,1,40000,2,2,3,1,1,2,3,45,0
3,1,40000,2,2,3,0,2,1,3,46,1
3,2,40000,3,3,3,1,0,2,3,46,1
3,1,40000,3,3,3,1,1,1,1,42,0
3,2,40000,3,3,3,1,2,2,1,42,1
3,1,40000,4,4,3,1,0,1,1,41,0
4,1,60000,0,0,4,1,0,1,1,50,0
4,1,60000,0,0,4,1,0,1,1,50,0
4,1,60000,0,0,4,0,0,2,1,50,1
4,2,60000,0,0,4,1,0,2,1,50,1
4,2,60000,0,0,4,1,0,2,1,50,1
4,2,60000,0,0,4,1,0,1,1,50,0
1,1,20000,2,0,1,0,2,1,1,64,1
5,1,30000,1,0,5,1,1,10,1,63,1
5,2,30000,1,0,5,1,1,5,1,63,1
5,1,30000,1,0,5,1,1,5,1,64,1
5,1,30000,1,0,5,1,1,5,1,63,1
3,2,30000,1,0,3,1,1,5,1,63,1
2,1,20000,3,0,2,0,2,1,1,62,0
2,1,20000,3,0,2,1,2,2,1,62,1
3,1,40000,1,0,3,1,1,1,1,62,1
3,1,40000,1,0,3,1,1,1,1,62,1
3,2,40000,1,0,3,1,1,2,1,62,1
3,2,40000,1,0,3,1,1,1,1,62,1
3,2,40000,1,0,3,1,1,2,1,61,0
3,1,40000,1,0,3,1,1,2,1,62,0
3,1,40000,1,0,3,1,1,2,1,61,1
3,1,40000,1,0,3,1,1,1,1,61,1
3,2,40000,1,0,3,1,1,2,1,61,1
3,1,40000,1,0,3,1,1,2,1,61,1
3,1,40000,1,0,3,1,1,2,1,61,0
3,1,40000,1,0,3,1,1,1,1,60,0
3,2,40000,1,0,3,1,1,2,1,60,1
3,2,40000,1,0,3,1,1,1,1,60,0
3,1,40000,1,0,3,1,1,1,1,59,1
3,1,40000,1,0,3,1,1,2,1,59,1
3,1,40000,1,0,3,1,1,2,1,59,1
3,1,40000,1,0,3,1,1,1,1,59,1
3,1,40000,1,0,3,1,1,1,1,59,1
3,2,40000,1,0,3,1,1,2,1,60,1
4,2,80000,4,0,4,1,0,2,1,58,0
4,2,80000,4,0,4,1,0,1,1,59,0
4,1,80000,4,0,4,1,0,2,1,58,0
4,2,80000,4,0,4,1,0,2,1,58,0
4,2,80000,4,0,4,1,0,2,1,58,0
4,1,80000,4,0,4,1,0,2,1,58,0
4,1,60000,4,0,4,1,0,2,1,57,0
4,1,60000,4,0,4,1,0,1,1,58,0
3,1,20000,1,1,3,0,0,5,3,49,0
3,2,20000,1,1,3,0,0,5,3,48,0
3,1,10000,4,0,3,0,2,1,3,92,0
5,2,30000,1,0,5,1,0,1,3,48,1
5,1,30000,1,0,5,1,0,1,3,48,1
5,2,30000,1,0,5,1,0,2,3,48,1
5,2,30000,1,0,5,1,0,2,3,48,1
4,1,40000,0,0,4,1,0,1,3,48,1
4,1,40000,0,0,4,1,0,1,3,48,1
4,2,40000,0,0,4,1,0,1,3,48,1
4,1,40000,0,0,4,1,0,1,3,49,1
5,2,40000,0,0,5,1,0,1,3,48,1
2,2,10000,3,3,2,1,1,1,3,49,1
2,1,10000,3,3,2,1,1,1,3,50,1
2,2,10000,4,4,2,1,0,1,3,49,0
3,1,20000,1,1,3,0,1,1,3,49,0
3,1,20000,1,1,3,0,1,2,3,49,0
3,2,20000,1,1,3,0,1,2,3,49,0
5,1,30000,1,1,5,0,0,1,3,49,0
5,1,30000,1,1,5,0,1,2,3,50,0
5,1,30000,1,1,5,1,1,5,3,49,0
1,2,20000,1,1,1,0,1,2,3,50,0
1,1,20000,1,1,1,0,1,2,3,50,0
1,2,20000,2,2,1,1,0,1,3,50,1
5,1,40000,0,0,5,1,0,1,3,50,1
5,2,40000,0,0,5,1,0,1,3,49,1
5,1,40000,0,0,5,1,0,1,3,49,1
5,1,40000,0,0,5,1,0,1,3,49,1
5,1,40000,0,0,5,1,0,1,3,49,1
5,2,30000,1,1,5,1,2,1,3,51,1
2,1,10000,4,3,2,1,2,1,3,52,1
2,1,10000,4,3,2,1,2,1,3,52,1
2,2,10000,4,3,2,1,2,1,3,51,1
1,2,20000,2,2,1,1,0,1,3,51,0
5,2,30000,1,1,5,1,2,1,3,52,1
2,2,10000,3,2,2,0,2,1,3,53,1
1,2,20000,2,2,1,1,2,1,3,52,1
1,2,20000,3,3,1,1,1,1,3,52,1
2,2,10000,3,2,2,1,2,1,3,53,0
2,2,10000,3,2,2,1,2,1,3,53,0
2,1,10000,3,2,2,1,2,1,3,53,0
2,2,10000,4,2,2,1,2,1,3,54,0
2,2,10000,4,2,2,1,2,1,3,53,0
1,1,20000,3,3,1,1,2,1,3,53,0
5,1,40000,0,0,5,1,0,1,3,50,0
5,2,40000,0,0,5,1,0,1,3,50,0
5,1,40000,0,0,5,1,0,1,3,50,0
1,2,20000,4,4,1,1,1,1,3,53,1
3,2,30000,2,2,3,1,0,1,3,53,0
5,2,40000,1,0,5,1,0,1,3,51,0
5,2,40000,1,0,5,1,0,1,3,51,0
5,2,40000,1,0,5,1,0,1,3,51,0
3,2,30000,2,2,3,1,2,1,3,52,1
3,2,30000,2,2,3,0,2,1,3,52,1
5,1,40000,1,0,5,1,0,1,3,52,0
5,1,40000,1,0,5,1,0,1,3,52,0
3,2,30000,3,3,3,1,0,1,3,53,1
3,1,30000,3,3,3,1,0,1,3,53,1
3,1,30000,3,3,3,1,1,1,3,53,1
1,2,20000,0,0,1,0,1,2,3,40,0
1,2,20000,4,4,1,0,2,1,3,37,0
3,1,30000,3,3,3,1,1,1,3,37,1
3,1,30000,3,3,3,1,1,1,3,37,0
3,2,30000,3,3,3,1,2,1,3,39,0
5,2,40000,1,0,5,1,0,1,3,53,1
5,1,40000,1,0,5,1,0,1,3,54,1
5,1,40000,1,0,5,1,0,1,3,53,1
3,2,30000,1,0,3,1,1,5,3,54,1
3,2,30000,4,4,3,1,1,1,3,39,1
3,2,30000,4,4,3,1,1,1,3,38,0
3,1,30000,4,4,3,0,2,1,3,38,0
3,1,30000,0,0,3,1,1,5,3,39,0
3,1,30000,0,0,3,0,1,1,3,39,1
3,2,30000,0,0,3,0,1,5,3,39,0
3,2,30000,0,0,3,0,1,5,3,39,0
2,1,20000,2,0,2,1,1,2,3,105,0
1,2,20000,0,0,1,0,1,10,3,41,0
1,1,20000,0,0,1,0,1,2,3,41,1
2,1,20000,0,0,2,0,1,5,3,42,0
2,2,10000,0,0,2,0,2,1,3,42,0
2,2,20000,0,0,2,1,2,2,3,42,1
2,2,20000,0,0,2,0,2,2,3,43,1
3,1,30000,0,0,3,0,1,5,3,41,1
3,1,30000,0,0,3,0,1,1,3,41,0
2,2,10000,0,0,2,0,2,1,3,43,0
2,2,20000,0,0,2,1,2,2,3,44,1
3,1,60000,0,0,3,0,2,2,1,38,1
1,1,20000,2,1,1,1,2,10,2,69,0
2,2,20000,2,1,2,1,2,10,2,68,0
3,2,30000,3,0,3,1,2,10,2,68,1
2,2,40000,0,0,2,1,2,10,1,39,0
2,2,20000,2,1,2,1,2,2,2,68,0
1,1,30000,3,0,1,0,2,2,2,65,0
1,1,30000,3,0,1,0,2,2,2,65,0
3,1,40000,2,0,3,0,2,2,2,64,0
3,2,40000,2,2,3,1,1,1,3,45,1
3,1,40000,2,2,3,1,2,2,3,45,0
3,2,40000,2,2,3,1,2,2,3,45,0
3,2,40000,2,2,3,1,2,2,3,45,0
3,1,40000,2,2,3,1,2,2,3,46,0
3,2,40000,2,2,3,1,2,2,3,46,0
3,2,40000,3,3,3,1,0,2,1,41,1
3,2,40000,3,3,3,1,0,2,1,41,1
3,2,40000,3,3,3,1,1,1,1,41,0
3,2,40000,3,3,3,1,2,1,1,43,0
3,1,40000,3,3,3,1,2,2,1,42,1
4,1,30000,0,0,4,1,0,1,1,43,0
4,1,30000,0,0,4,1,0,1,1,43,0
3,2,40000,3,3,3,1,2,2,1,41,1
3,2,40000,3,3,3,1,2,2,1,41,1
4,1,40000,1,0,4,1,1,2,1,86,0
4,1,60000,0,0,4,0,0,2,1,50,1
4,1,60000,0,0,4,0,0,1,1,51,0
4,2,60000,0,0,4,1,0,2,1,50,1
5,2,30000,1,0,5,1,1,2,1,63,1
5,1,30000,1,0,5,1,1,10,1,63,1
5,2,30000,1,0,5,1,1,5,1,63,1
5,2,30000,1,0,5,1,1,10,1,63,1
5,2,30000,1,0,5,1,1,10,1,63,1
2,2,20000,3,0,2,0,2,1,1,63,1
2,2,20000,3,0,2,1,2,2,1,62,1
1,2,30000,1,0,1,1,1,10,1,63,0
1,2,30000,1,0,1,1,1,2,1,62,1
1,1,30000,1,0,1,1,1,10,1,62,0
1,1,30000,1,0,1,1,1,20,1,62,0
3,1,40000,1,0,3,1,1,1,1,62,1
3,2,40000,1,0,3,1,1,2,1,62,1
3,2,40000,1,0,3,1,1,2,1,62,1
3,1,40000,1,0,3,1,1,2,1,61,1
3,1,40000,1,0,3,1,1,2,1,61,1
3,2,40000,1,0,3,1,1,1,1,61,1
3,1,40000,1,0,3,1,1,1,1,60,0
3,2,40000,1,0,3,1,1,1,1,60,0
3,1,40000,1,0,3,1,1,2,1,60,0
3,2,40000,1,0,3,1,1,2,1,60,1
3,2,40000,1,0,3,1,1,1,1,60,0
3,2,40000,1,0,3,1,1,2,1,60,1
3,2,40000,1,0,3,1,1,2,1,61,0
3,1,40000,1,0,3,1,1,2,1,60,0
3,1,40000,1,0,3,1,1,2,1,60,0
3,1,40000,1,0,3,1,1,1,1,60,0
3,2,40000,1,0,3,1,1,2,1,61,0
3,2,40000,1,0,3,1,1,1,1,60,0
3,1,40000,1,0,3,1,1,1,1,60,0
3,2,40000,1,0,3,1,1,1,1,59,1
3,2,40000,1,0,3,1,1,2,1,60,1
3,2,40000,1,0,3,1,1,2,1,59,1
3,2,40000,1,0,3,1,1,2,1,59,1
3,2,40000,1,0,3,1,1,2,1,59,1
3,2,40000,1,0,3,1,1,2,1,59,1
4,2,80000,4,0,4,1,0,1,1,58,0
4,1,80000,4,0,4,1,0,1,1,59,0
4,2,80000,4,0,4,1,0,2,1,58,0
4,1,80000,4,0,4,1,0,1,1,58,0
4,1,60000,4,0,4,1,0,1,1,57,0
4,2,60000,4,0,4,0,0,1,1,57,0
4,2,60000,4,0,4,0,0,1,1,57,0
3,1,20000,1,1,3,0,0,1,3,49,0
3,2,20000,1,1,3,1,1,5,3,48,0
5,2,30000,1,0,5,1,0,1,3,48,1
5,1,30000,1,0,5,1,0,1,3,48,1
5,2,30000,1,0,5,1,0,1,3,48,1
5,1,30000,1,0,5,1,0,1,3,48,1
5,1,30000,1,1,5,1,0,5,3,48,1
5,2,30000,1,1,5,0,0,1,3,48,1
4,1,40000,0,0,4,1,0,1,3,48,1
3,1,20000,1,1,3,1,1,5,3,49,0
3,1,20000,1,1,3,1,1,5,3,50,0
5,1,30000,1,1,5,0,0,2,3,49,0
5,1,30000,1,1,5,0,0,1,3,49,0
5,1,30000,1,1,5,0,1,1,3,50,0
2,1,10000,4,4,2,1,1,1,3,50,1
1,2,20000,1,1,1,0,1,5,3,50,0
5,1,40000,0,0,5,1,0,1,3,49,1
5,2,40000,0,0,5,0,0,1,3,50,1
1,2,20000,2,2,1,1,0,1,3,50,1
5,2,30000,1,1,5,0,1,2,3,51,0
5,2,30000,1,1,5,1,1,5,3,50,0
2,1,10000,5,3,2,1,2,1,3,51,1
2,2,10000,5,3,2,1,2,1,3,51,1
1,1,20000,2,2,1,1,1,1,3,51,1
1,1,20000,2,2,1,1,1,1,3,52,1
5,1,30000,1,1,5,1,2,1,3,51,1
5,1,30000,1,1,5,1,2,1,3,51,1
2,2,10000,3,2,2,1,2,1,3,52,1
5,2,30000,1,1,5,1,2,1,3,52,1
5,2,30000,1,1,5,1,2,1,3,52,1
2,2,10000,3,2,2,1,2,1,3,53,0
2,2,10000,3,2,2,1,2,1,3,53,0
1,1,20000,3,3,1,0,1,1,3,54,0
1,2,20000,4,4,1,1,0,1,3,53,1
1,2,20000,4,4,1,1,1,1,3,53,1
5,1,40000,0,0,5,1,0,1,3,50,0
3,1,30000,2,2,3,1,0,1,3,54,0
3,1,30000,2,2,3,1,1,1,3,51,1
5,2,40000,1,0,5,1,0,1,3,51,0
5,1,40000,1,0,5,1,0,1,3,51,0
5,2,40000,1,0,5,1,0,1,3,51,0
5,1,40000,1,0,5,1,0,1,3,51,0
3,1,30000,2,2,3,0,2,1,3,52,1
3,1,30000,2,2,3,1,2,1,3,52,1
3,2,30000,2,2,3,1,2,1,3,52,1
5,1,40000,1,0,5,1,0,1,3,52,0
3,1,30000,3,3,3,1,0,1,3,53,1
1,1,20000,0,0,1,0,1,5,3,40,0
1,2,20000,4,4,1,0,2,1,3,38,0
3,2,30000,3,3,3,1,1,1,3,37,0
3,2,30000,3,3,3,1,1,1,3,37,0
3,1,30000,3,3,3,1,2,1,3,37,0
5,1,40000,1,0,5,1,0,1,3,53,1
5,1,40000,1,0,5,1,1,1,3,54,1
3,2,30000,3,3,3,1,2,1,3,39,0
3,1,30000,4,4,3,1,1,1,3,38,1
3,1,30000,4,4,3,1,1,1,3,39,1
3,2,30000,4,4,3,1,2,1,3,38,0
3,2,30000,4,4,3,1,3,1,3,39,0
3,2,30000,4,4,3,0,3,1,3,38,0
3,1,30000,4,4,3,1,3,1,3,38,0
3,2,30000,5,5,3,1,1,1,3,38,1
1,2,20000,0,0,1,0,1,5,3,39,0
1,1,20000,0,0,1,0,1,5,3,40,0
1,2,20000,0,0,1,0,1,10,3,40,0
2,2,10000,0,0,2,1,2,1,3,42,0
1,2,20000,0,0,1,0,1,10,3,40,0
3,1,30000,0,0,3,0,1,1,3,41,1
3,1,30000,0,0,3,0,1,1,3,41,1
2,1,20000,2,0,2,1,1,10,3,104,0
2,1,20000,0,0,2,1,1,5,3,41,0
2,1,20000,0,0,2,0,1,5,3,41,0
2,2,20000,0,0,2,0,2,2,3,42,1
3,1,30000,0,0,3,0,1,1,3,41,0
3,1,30000,0,0,3,0,1,1,3,41,1
2,1,20000,0,0,2,0,2,2,3,42,1
2,2,10000,0,0,2,1,2,2,3,43,0
2,2,10000,0,0,2,0,2,1,3,43,0
2,2,10000,0,0,2,0,2,2,3,44,0
2,2,20000,0,0,2,0,2,1,3,43,1
2,1,20000,0,0,2,0,2,2,3,43,1
2,2,20000,0,0,2,1,2,2,3,43,1
3,1,60000,0,0,3,0,2,2,1,38,1
3,2,70000,0,0,3,1,2,10,1,38,1
2,2,40000,0,0,2,0,2,10,1,39,0
2,1,40000,0,0,2,0,2,2,1,39,0
3,2,30000,0,0,3,1,2,10,1,39,0
3,1,30000,0,0,3,1,2,10,1,39,0
3,2,60000,0,0,3,1,2,10,1,39,0
3,2,60000,0,0,3,1,2,10,1,40,0
3,2,60000,0,0,3,0,2,2,1,40,0
3,1,30000,3,0,3,0,2,2,2,67,1
3,1,30000,3,0,3,0,2,2,2,66,1
2,1,40000,0,0,2,0,2,2,1,37,1
3,2,20000,0,0,3,0,2,2,1,36,1
1,2,30000,3,0,1,0,2,2,2,65,0
1,2,30000,3,0,1,1,2,10,2,65,0
1,2,30000,3,0,1,0,2,2,2,65,0
1,1,30000,3,0,1,0,2,2,2,65,0
3,2,40000,2,0,3,0,2,2,2,65,1
3,1,70000,0,0,3,1,2,10,1,37,1
1,1,30000,3,0,1,1,2,10,2,64,0
3,2,40000,2,0,3,1,2,10,2,64,0
3,2,40000,2,0,3,1,2,10,2,64,0
3,1,40000,3,0,3,1,2,10,2,63,1
3,2,10000,0,0,3,0,1,1,2,37,1
3,1,10000,0,0,3,1,1,5,2,37,1
5,1,20000,0,0,5,1,0,1,2,36,1
1,1,10000,0,0,1,1,1,5,2,40,0
1,2,10000,1,1,1,0,0,5,2,40,1
1,2,10000,1,1,1,0,0,5,2,40,1
1,1,10000,1,1,1,0,0,5,2,37,0
1,1,10000,1,1,1,0,0,5,2,38,1
5,1,20000,0,0,5,1,0,1,2,37,1
5,1,20000,0,0,5,1,0,1,2,37,1
5,1,20000,0,0,5,1,0,1,2,38,1
1,2,10000,1,1,1,0,0,2,2,39,0
1,1,10000,1,1,1,1,0,5,2,39,1
1,2,10000,1,1,1,1,0,5,2,39,1
3,1,20000,0,0,3,0,0,1,2,40,1
3,1,20000,0,0,3,1,0,1,2,39,1
3,2,20000,0,0,3,1,0,1,2,39,1
3,2,20000,2,0,3,1,0,1,3,73,0
4,2,40000,1,0,4,1,0,1,3,73,1
4,2,30000,3,0,4,1,0,1,3,55,1
4,2,30000,3,0,4,1,0,1,3,55,1
1,1,10000,1,1,1,0,1,2,3,56,0
3,1,20000,1,1,3,0,0,2,3,56,1
3,1,20000,1,1,3,0,0,2,3,56,1
3,2,20000,1,1,3,1,0,5,3,56,0
1,1,10000,1,1,1,0,1,5,3,57,0
3,1,20000,2,0,3,1,1,2,3,58,1
3,1,20000,2,0,3,1,1,5,3,57,1
3,2,20000,2,0,3,1,1,5,3,57,1
3,2,20000,2,0,3,1,1,5,3,57,0
4,1,30000,3,0,4,1,0,1,3,57,1
4,2,30000,3,0,4,1,0,1,3,57,1
3,1,20000,2,0,3,1,1,5,3,58,0
4,2,30000,3,0,4,1,0,1,3,56,1
4,2,30000,3,0,4,1,0,1,3,56,1
5,2,30000,3,0,5,1,0,1,3,56,1
5,1,30000,3,0,5,1,0,1,3,56,1
1,1,10000,1,1,1,0,1,5,3,46,0
1,2,10000,1,1,1,1,1,10,3,47,0
1,2,10000,2,2,1,1,0,1,3,47,1
3,2,20000,0,0,3,0,1,5,3,47,0
3,1,20000,0,0,3,1,1,5,3,46,0
1,1,10000,2,2,1,1,0,1,3,47,1
5,2,30000,0,0,5,1,0,1,3,46,1
5,2,30000,0,0,5,1,0,1,3,46,1
5,2,30000,0,0,5,1,0,1,3,46,1
5,2,10000,3,0,5,0,2,1,3,97,0
5,2,10000,3,0,5,0,2,1,3,96,0
3,2,20000,0,0,3,0,1,2,3,47,0
5,2,30000,0,0,5,1,0,1,3,47,1
5,1,30000,0,0,5,0,0,2,3,47,1
5,1,30000,0,0,5,1,0,1,3,47,1
4,2,40000,0,0,4,1,0,1,3,47,1
4,2,40000,0,0,4,1,0,1,3,47,1
4,1,40000,0,0,4,1,0,1,3,47,1
4,2,40000,0,0,4,1,0,1,3,47,1
4,2,40000,0,0,4,1,0,1,3,47,1
4,2,40000,0,0,4,1,0,1,3,47,1
4,2,50000,0,0,4,1,0,1,3,48,1
4,2,50000,0,0,4,0,0,1,3,47,1
4,2,50000,0,0,4,1,0,1,3,48,1
4,1,50000,0,0,4,1,0,1,3,47,1
1,1,10000,2,1,1,1,2,1,3,63,0
3,1,20000,1,1,3,1,0,5,3,48,0
3,1,80000,3,2,3,1,1,5,3,62,0
1,1,70000,5,1,1,1,2,5,3,73,1
1,2,70000,5,1,1,1,2,20,3,72,1
1,2,70000,5,1,1,0,2,5,3,72,1
5,1,80000,5,0,5,1,2,20,3,71,0
5,2,110000,3,4,5,1,4,10,3,71,1
3,2,80000,5,0,3,0,2,20,3,71,0
3,1,80000,5,0,3,1,2,20,3,70,0
5,2,110000,3,4,5,0,4,10,3,70,1
5,1,120000,4,5,5,1,1,20,3,70,1
3,1,130000,4,4,3,1,4,1,3,70,0
3,1,80000,4,2,3,1,2,20,3,64,0
3,2,80000,4,2,3,1,2,5,3,64,0
1,2,100000,3,4,1,1,3,20,3,62,0
1,1,170000,3,4,1,1,4,20,3,62,1
3,1,90000,4,2,3,1,2,5,3,63,0
3,2,130000,4,5,3,1,2,1,3,63,0
1,2,80000,4,1,1,1,2,20,3,64,0
3,2,100000,3,4,3,1,4,5,3,65,0
1,2,80000,4,1,1,1,3,5,3,65,0
1,2,80000,4,1,1,1,3,5,3,65,0
1,1,80000,5,2,1,1,2,20,3,65,0
3,2,110000,4,5,3,1,2,20,3,65,1
1,1,90000,4,1,1,1,3,20,3,66,0
3,2,100000,3,4,3,0,4,10,3,66,1
3,2,100000,3,4,3,1,4,20,3,67,1
1,1,170000,5,5,1,1,4,20,3,67,1
2,1,120000,5,5,2,1,4,20,3,69,0
5,2,70000,0,0,5,1,2,20,2,41,1
5,1,70000,0,0,5,0,3,20,2,40,1
5,2,70000,0,0,5,1,3,20,2,40,1
5,1,70000,0,0,5,1,3,20,2,41,0
5,2,60000,0,0,5,1,4,20,2,42,0
5,1,80000,0,0,5,0,3,20,2,42,0
5,1,80000,0,0,5,1,3,20,2,42,0
5,1,90000,0,0,5,0,2,20,2,42,1
5,2,70000,0,0,5,0,4,20,2,42,0
5,2,90000,0,0,5,0,3,20,2,43,1
5,1,90000,0,0,5,0,3,20,2,43,1
5,2,80000,0,0,5,1,3,20,2,45,0
1,2,100000,0,5,1,1,2,20,2,43,0
2,1,120000,5,5,2,1,4,20,2,43,1
5,2,90000,0,0,5,1,3,20,2,44,1
5,1,90000,0,0,5,0,3,20,2,45,1
1,2,100000,0,5,1,0,3,20,2,44,0
1,1,100000,0,5,1,1,3,20,2,44,0
1,2,100000,0,5,1,1,3,20,2,44,0
5,1,80000,0,0,5,0,4,20,2,45,0
5,2,80000,0,0,5,0,4,20,2,45,0
5,2,80000,0,0,5,1,4,20,2,45,0
1,1,130000,4,5,1,1,4,20,2,44,0
5,1,90000,0,0,5,1,4,20,2,45,1
5,2,90000,0,0,5,1,4,20,2,45,1
5,2,90000,0,0,5,1,4,20,2,45,1
1,2,100000,0,5,1,1,4,20,2,45,0
1,1,100000,0,5,1,1,4,20,2,45,0
5,1,90000,0,0,5,1,4,20,2,46,0
5,2,90000,0,0,5,0,4,20,2,46,0
1,2,110000,0,5,1,0,4,20,2,46,1
2,1,110000,0,5,2,1,4,20,2,45,1
2,2,110000,0,5,2,1,4,20,2,45,1
2,2,110000,0,5,2,0,4,20,2,45,0
2,1,130000,0,5,2,1,4,20,2,45,0
4,2,70000,5,0,4,1,2,20,1,75,1
5,1,90000,5,0,5,1,2,10,1,76,0
4,1,100000,2,3,4,1,3,10,1,76,0
4,2,100000,2,3,4,1,3,10,1,75,0
4,1,100000,2,3,4,1,3,2,1,75,0
5,2,80000,5,0,5,1,2,10,1,75,0
5,2,90000,5,0,5,1,2,10,1,74,0
4,2,100000,2,3,4,1,3,10,1,74,0
4,2,100000,2,3,4,1,3,10,1,74,0
4,2,100000,2,3,4,1,3,10,1,73,0
4,1,100000,2,3,4,1,3,10,1,73,0
5,2,130000,2,3,5,1,4,1,1,73,1
5,2,130000,2,3,5,1,4,1,1,73,1
5,1,70000,4,0,5,1,2,20,1,72,0
3,1,40000,3,0,3,1,2,10,2,63,1
3,1,80000,2,0,3,1,2,10,2,62,1
3,2,80000,2,0,3,1,2,10,2,62,1
3,2,30000,0,0,3,1,2,10,1,42,0
3,1,30000,0,0,3,1,2,10,1,41,0
1,2,30000,0,0,1,1,2,10,1,42,0
3,2,70000,0,0,3,1,2,10,1,43,1
3,2,70000,0,0,3,1,2,10,1,44,1
3,1,70000,0,0,3,0,2,1,1,43,0
1,1,80000,2,0,1,1,2,10,2,61,1
1,1,70000,2,0,1,0,2,2,2,61,1
1,2,70000,2,0,1,1,2,10,2,61,1
1,2,70000,2,0,1,1,2,10,2,60,1
1,2,70000,2,0,1,1,2,10,2,60,1
1,2,70000,2,0,1,0,2,10,2,60,1
4,1,130000,0,1,4,1,1,10,2,58,1
4,1,130000,0,1,4,1,1,1,2,58,1
4,2,130000,0,1,4,1,2,1,2,58,0
5,1,80000,0,0,5,0,1,1,1,43,1
3,1,60000,0,0,3,1,2,10,1,43,1
3,2,60000,0,0,3,1,2,10,1,42,1
3,2,60000,0,0,3,0,2,10,1,42,0
1,1,60000,0,0,1,0,2,10,1,42,1
4,2,130000,0,1,4,0,3,1,2,57,1
5,1,120000,2,2,5,1,3,5,1,50,1
5,1,120000,2,2,5,0,3,1,1,50,1
5,1,120000,2,2,5,1,3,5,1,50,1
5,1,120000,2,2,5,1,4,5,1,50,1
1,1,60000,2,0,1,0,2,2,1,59,0
1,2,60000,2,0,1,0,2,2,1,59,0
3,1,70000,3,2,3,1,0,10,1,60,1
3,2,70000,3,2,3,1,0,1,1,60,1
3,2,90000,2,0,3,1,1,5,1,60,1
3,1,90000,2,0,3,1,1,10,1,59,0
3,1,90000,2,0,3,1,1,5,1,59,1
5,2,90000,4,4,5,1,0,2,2,49,1
5,2,90000,4,4,5,1,0,2,2,49,1
5,1,90000,4,4,5,0,0,1,2,49,0
4,1,100000,0,0,4,1,0,5,2,49,1
5,2,60000,1,0,5,1,1,10,2,54,1
5,1,60000,1,0,5,1,1,1,2,54,1
5,1,60000,1,0,5,1,1,10,2,54,1
3,1,60000,1,0,3,0,1,1,2,56,1
5,1,60000,1,0,5,1,1,10,2,55,0
3,2,60000,1,0,3,1,1,1,2,55,1
4,2,100000,0,0,4,0,1,2,2,50,1
4,1,100000,0,0,4,0,1,2,2,50,1
3,2,60000,1,0,3,1,1,10,2,56,0
3,1,60000,1,0,3,1,1,10,2,57,0
5,1,70000,0,0,5,1,1,10,2,51,1
5,1,70000,0,0,5,0,1,1,2,52,1
5,1,70000,0,0,5,0,1,1,2,52,1
5,1,70000,0,0,5,0,1,1,2,53,1
5,2,70000,0,0,5,0,1,1,2,52,0
5,2,70000,0,0,5,1,1,10,2,52,1
5,1,70000,0,0,5,0,1,10,2,53,0
5,2,90000,1,0,5,1,1,5,2,57,1
5,2,70000,0,0,5,0,2,1,2,53,1
5,1,70000,0,0,5,1,2,10,2,53,1
5,1,70000,0,0,5,0,2,1,2,53,1
3,1,60000,1,0,3,1,1,1,2,54,1
5,2,70000,5,4,5,1,2,1,2,54,0
3,2,70000,5,4,3,0,2,1,2,54,0
3,1,60000,1,0,3,1,1,10,2,55,0
3,2,70000,5,4,3,1,3,10,2,56,0
